Product ID,Product Name,Edit URL,Current Fitment Text,Issue Type,Make,Models,Engine Code,Fuel Type,Year Range,Notes/Instructions
12127,"Genuine Diesel Fuel Injectors CK4Q-9K546-AA for Ford Ranger & Mazda BT50 - A2C8139490080","https://stage2.dieselgeeks.com.au/wp-admin/post.php?post=12127&action=edit","","Complete","Ford","Ranger","P5AT, P4AT","Diesel","Ford Ranger: 2016-2021","Core fitment fields are populated below. Reformat the fitment tab into the standard Key: value template before publishing if it is still HTML or free text."
12130,"Genuine Diesel Injectors for Toyota LandCruiser 1VD | 095000-9780, 23670-51020, 23670-59035","https://stage2.dieselgeeks.com.au/wp-admin/post.php?post=12130&action=edit","Compatible with:

 	Toyota LandCruiser 200 Series

 	1VD-FTV 4.5L V8 engine (Non-DPF models only)

For fitment confirmation or VIN check, visit stage2.dieselgeeks.com.au/contact-us.","Complete","Toyota","LandCruiser 200 Series","1VD-FTV","Diesel","Toyota LandCruiser 200 Series: 2007-2025","Core fitment fields are populated below. Reformat the fitment tab into the standard Key: value template before publishing if it is still HTML or free text."
12141,"Genuine Diesel Injectors for Isuzu MUX & Dmax - 095000-8340, 8981066931","https://stage2.dieselgeeks.com.au/wp-admin/post.php?post=12141&action=edit","Fits Isuzu vehicles with 4JJ1 diesel engine, including:

 	Isuzu MUX

 	Isuzu D-MAX

For ideal results, pair with a fuel line kit and gasket kit during installation.

Contact here to confirm fitment using your VIN.","Complete","Isuzu","DMAX or MUX","4JJ1","Diesel","Isuzu DMAX or MUX: 2012-2016","Core fitment fields are populated below. Reformat the fitment tab into the standard Key: value template before publishing if it is still HTML or free text."
12145,"095000-6980 Genuine Diesel Injectors for Isuzu D-Max 095000-6980, 8-98055862-3","https://stage2.dieselgeeks.com.au/wp-admin/post.php?post=12145&action=edit","Compatible with 4JJ1 diesel engines found in:

 	Isuzu D-MAX (RA7, RA models)

 	Isuzu MU-X

 	Holden Colorado RC

➡ For best results, pair with fresh fuel lines and an injector fitting kit. Contact here for fitment support.","Complete","Isuzu, Holden","D-MAX, MU-X, Colorado","4JJ1","Diesel","Isuzu D-MAX: 2007-2021; Isuzu MU-X: 2007-2021; Holden Colorado: 2007-2021","Core fitment fields are populated below. Reformat the fitment tab into the standard Key: value template before publishing if it is still HTML or free text."
12147,"Genuine Diesel Injectors for Nissan Navara - YD25 Engine-095000-5650, 16600-EB300","https://stage2.dieselgeeks.com.au/wp-admin/post.php?post=12147&action=edit","Compatible with:

 	Nissan Navara (YD25 common rail engine)

 	Nissan Pathfinder (YD25 diesel models)

For confirmation, contact stage2.dieselgeeks.com.au/contact-us.","Complete","Nissan","Navara, Pathfinder","YD25","diesel","Nissan Navara: 2005-2017","Core fitment fields are populated below. Reformat the fitment tab into the standard Key: value template before publishing if it is still HTML or free text."
12149,"Genuine Diesel Fuel Injector 095000-6240, 16600-VM00A for Nissan Navara YD25","https://stage2.dieselgeeks.com.au/wp-admin/post.php?post=12149&action=edit","Compatible with:

 	Nissan Navara YD25

 	Nissan Pathfinder YD25

For confirmation, contact stage2.dieselgeeks.com.au/contact-us","Complete","Nissan","Nissan Navara, Nissan Pathfinder","YD25, YD25","Diesel","Nissan Navara: 2005-2017","Core fitment fields are populated below. Reformat the fitment tab into the standard Key: value template before publishing if it is still HTML or free text."
12151,"Genuine Diesel Injectors for Nissan Navara - 095000-6250, 16600-EC00A","https://stage2.dieselgeeks.com.au/wp-admin/post.php?post=12151&action=edit","Suitable for:

 	Nissan Navara with YD25 common rail engines

 	Nissan Pathfinder with YD25 engines

For VIN-based compatibility checks or technical advice, contact stage2.dieselgeeks.com.au/contact-us.","Complete","Nissan","Navara, Pathfinder","YD25","Diesel","Nissan Navara: 2005-2017","Core fitment fields are populated below. Reformat the fitment tab into the standard Key: value template before publishing if it is still HTML or free text."
12153,"16600-5X00A Genuine Nissan Navara YD25 Diesel Fuel Injectors - 295050-0300","https://stage2.dieselgeeks.com.au/wp-admin/post.php?post=12153&action=edit","Compatible with:

 	Nissan Navara D40 (YD25 engine)

 	Nissan Pathfinder with YD2K engine

 	Model years: 2010 to end of production

For fitment confirmation, visit stage2.dieselgeeks.com.au/contact-us.","Complete","Nissan","Navara D40, Pathfinder","YD25, YD2K","Diesel","Vehicle: 2010-2026","Core fitment fields are populated below. Reformat the fitment tab into the standard Key: value template before publishing if it is still HTML or free text."
12437,"Ford Ranger P5AT Fuel Lines | Genuine Ford & Mazda Injector Lines","https://stage2.dieselgeeks.com.au/wp-admin/post.php?post=12437&action=edit","Compatible with vehicles equipped with the P5AT 3.2L diesel engine, including:

 	Ford Ranger (2011-2021)

 	Mazda BT-50 (2011-2021)

For fitment confirmation, please contact stage2.dieselgeeks.com.au with your VIN.","Complete","Ford","Ranger","P5AT, P4AT","Diesel","Ford Ranger: 2011-2021","Core fitment fields are populated below. Reformat the fitment tab into the standard Key: value template before publishing if it is still HTML or free text."
12440,"Genuine 1VD Fuel Lines - Toyota Pre-DPF Models - Enhances Your Injector's Longevity","https://stage2.dieselgeeks.com.au/wp-admin/post.php?post=12440&action=edit","Compatible with:

 	Toyota 1VD-FTV V8 Turbo Diesel engines (Pre-DPF models)

 	Commonly found in early model LandCruiser 70 and 200 Series

Need fitment help? Contact stage2.dieselgeeks.com.au/contact-us.","Complete","Toyota","LandCruiser 70 Series, LandCruiser 200 Series","1VD-FTV","Diesel","Toyota LandCruiser 70 Series: 2007-2025; Toyota LandCruiser 200 Series: 2007-2025","Core fitment fields are populated below. Reformat the fitment tab into the standard Key: value template before publishing if it is still HTML or free text."
12841,"Denso Common Rail Injector 095000-9770 for Toyota Landcruiser 70 Series","https://stage2.dieselgeeks.com.au/wp-admin/post.php?post=12841&action=edit","Compatible with:

 	Toyota LandCruiser 70 Series (Non-DPF models)

 	1VD-FTV V8 Turbo Diesel engine

Need fitment help? Contact stage2.dieselgeeks.com.au/contact-us.","Complete","Toyota","LandCruiser 70 Series","1VD-FTV","Diesel","Toyota LandCruiser 70 Series: 2007-2025","Core fitment fields are populated below. Reformat the fitment tab into the standard Key: value template before publishing if it is still HTML or free text."
12852,"8976097887 Injector for Isuzu 4HK1 & 6HK1 Engines - Brand New","https://stage2.dieselgeeks.com.au/wp-admin/post.php?post=12852&action=edit","This injector is compatible with Isuzu trucks fitted with:

 	4HK1 Diesel Engine

 	6HK1 Diesel Engine

Need help confirming fitment? Contact us here or call us at (02) 8529 5003.","Other","","","","","","Fitment is incomplete or partially parsed. Fill any blank columns below and ensure all key fields use the standard template format."
12868,"P5AT Injector Fitting Kit for Ford Ranger & Mazda BT50","https://stage2.dieselgeeks.com.au/wp-admin/post.php?post=12868&action=edit","This kit is compatible with:

 	Ford Ranger with P5AT 3.2L diesel engine

 	Mazda BT-50 with P5AT 3.2L diesel engine

We recommend using this kit every time you replace injectors on a P5AT engine to ensure proper sealing and long-term engine reliability.

For fitment confirmation, contact stage2.dieselgeeks.com.au or provide your VIN.","Complete","Ford, Mazda","Ranger, BT-50","P5AT","diesel","Ford Ranger: 2011-2021; Mazda BT-50: 2011-2021","Core fitment fields are populated below. Reformat the fitment tab into the standard Key: value template before publishing if it is still HTML or free text."
12870,"P5AT Suction Control Valve A2C9318740080 / BK2Q-3958-AA","https://stage2.dieselgeeks.com.au/wp-admin/post.php?post=12870&action=edit","Compatible with diesel engines in the following vehicles:

 	Ford Ranger - P4AT &amp; P5AT engines

 	Mazda BT-50 - P4AT &amp; P5AT engines

 	Ford Transit (diesel)

For best results, confirm fitment using your VIN at here.","Complete","Ford","Ranger","P5AT, P4AT","Diesel","Ford Ranger: 2011-2021","Core fitment fields are populated below. Reformat the fitment tab into the standard Key: value template before publishing if it is still HTML or free text."
12875,"P5AT Fuel Pump - BK3Q-9B395-AD - A2C59517043 Resolving Rail Pressure Problems","https://stage2.dieselgeeks.com.au/wp-admin/post.php?post=12875&action=edit","This pump is compatible with the following engines:

 	2.2L P4AT - Ford Ranger &amp; Mazda BT-50

 	3.2L P5AT - Ford Ranger &amp; Mazda BT-50

For best results, confirm with your VIN at here.","Complete","Ford, Mazda","Ford Ranger, Mazda BT-50","P4AT, P5AT","Diesel","Ford Ranger: 2011-2021; Mazda BT-50: 2011-2021","Core fitment fields are populated below. Reformat the fitment tab into the standard Key: value template before publishing if it is still HTML or free text."
13492,"294200-0690 - 1VD Suction Control Valve (SCV) for Toyota Land Cruiser (1VD-FTV Engine)","https://stage2.dieselgeeks.com.au/wp-admin/post.php?post=13492&action=edit","Compatible with:

 	Toyota Land Cruiser models fitted with the 1VD-FTV V8 Turbo Diesel engine

For installation questions or fitment verification, contact stage2.dieselgeeks.com.au/contact-us.","Complete","Toyota","Land Cruiser","1VD-FTV","Diesel","Toyota Land Cruiser: 2007-2025","Core fitment fields are populated below. Reformat the fitment tab into the standard Key: value template before publishing if it is still HTML or free text."
13579,"8-98145455-1 Suction Control Valve for Isuzu 4JJ1 Engines","https://stage2.dieselgeeks.com.au/wp-admin/post.php?post=13579&action=edit","Compatible with all Isuzu 4JJ1 engines, including:

 	Isuzu D-MAX

 	Isuzu MU-X

Recommended replacement interval: Every 100,000 km or sooner if issues arise.","Complete","Isuzu","Isuzu D-MAX, Isuzu MU-X","4JJ1","Diesel","Isuzu D-MAX: 2007-2021; Isuzu MU-X: 2007-2021","Core fitment fields are populated below. Reformat the fitment tab into the standard Key: value template before publishing if it is still HTML or free text."
13586,"Genuine 4JJ1 Isuzu Dmax Injectors (8-98317930-0)","https://stage2.dieselgeeks.com.au/wp-admin/post.php?post=13586&action=edit","Compatible with:

 	Isuzu D-MAX (4JJ1 engine with Diesel Particulate Filter)

 	Isuzu MU-X (4JJ1 engine with DPF)

If you're unsure about fitment, contact stage2.dieselgeeks.com.au with your VIN.","Complete","Isuzu","D-MAX, MU-X","4JJ1","Diesel","Isuzu D-MAX: 2007-2021; Isuzu MU-X: 2007-2021","Core fitment fields are populated below. Reformat the fitment tab into the standard Key: value template before publishing if it is still HTML or free text."
13593,"1465A351 Genuine Denso Diesel Injectors for Mitsubishi Pajero 4M41 with DPF","https://stage2.dieselgeeks.com.au/wp-admin/post.php?post=13593&action=edit","Compatible with:

 	Mitsubishi Pajero 4M41 Diesel Engine (with DPF)

For confirmation or installation support, visit stage2.dieselgeeks.com.au/contact-us.","Missing Year Range","Mitsubishi","Pajero","4M41","Diesel","","Year Range is missing or could not be parsed - this is the most common gap. Add explicit ranges per model, e.g. 'Isuzu D-Max: 2007-2016'. Avoid 'Various' without years."
13650,"Genuine Diesel Injector for 2.8 RG Holden Colorado (DPF)","https://stage2.dieselgeeks.com.au/wp-admin/post.php?post=13650&action=edit","Compatible with:

 	Holden Colorado RG (2.8L Duramax Diesel, DPF-equipped)

 	Suited for vehicles requiring common rail injector 12640381

Need help confirming compatibility? Visit stage2.dieselgeeks.com.au/contact-us.","Missing Year Range","Holden","Colorado RG","12640381","Diesel","","Year Range is missing or could not be parsed - this is the most common gap. Add explicit ranges per model, e.g. 'Isuzu D-Max: 2007-2016'. Avoid 'Various' without years."
13653,"16600-00Q2K Nissan NP300 Injectors","https://stage2.dieselgeeks.com.au/wp-admin/post.php?post=13653&action=edit","Compatible with:

 	Nissan NP300 Navara with common rail diesel engine

For VIN-based confirmation, please Contact Us.","Other","","","","","","Fitment is incomplete or partially parsed. Fill any blank columns below and ensure all key fields use the standard template format."
13657,"YD25 Injector Fitting Kit for Your Injector Replacement & Tappet Leak Fix Jobs","https://stage2.dieselgeeks.com.au/wp-admin/post.php?post=13657&action=edit","Compatible with:

 	Nissan Navara YD25 Common Rail Diesel Engines

 	Suitable for injector maintenance and tappet cover resealing jobs

Need help confirming fitment? Contact stage2.dieselgeeks.com.au/contact-us.","Complete","Nissan","Navara","YD25","Diesel","Nissan Navara: 2005-2017","Core fitment fields are populated below. Reformat the fitment tab into the standard Key: value template before publishing if it is still HTML or free text."
13660,"YD25 Fuel Lines to Boost Injector Longevity","https://stage2.dieselgeeks.com.au/wp-admin/post.php?post=13660&action=edit","Compatible with:

 	Nissan Navara YD25 engine

 	Suitable for models where injector lines connect from the common rail to four injectors

For confirmation or advice, contact stage2.dieselgeeks.com.au/contact-us.","Complete","Nissan","Navara","YD25","Diesel","Nissan Navara: 2005-2017","Core fitment fields are populated below. Reformat the fitment tab into the standard Key: value template before publishing if it is still HTML or free text."
13677,"1VD Piezo Injector Testing & Targeted Replacement - A Cost-Effective Solution","https://stage2.dieselgeeks.com.au/wp-admin/post.php?post=13677&action=edit","","Empty","","","","","","Fitment tab is blank. Add structured fitment using the site template: Make / Models / Engine Code / Fuel Type / Fuel System / Year Range (one field per line)."
13785,"ZD30CRD Injectors - Genuine + New Bosch","https://stage2.dieselgeeks.com.au/wp-admin/post.php?post=13785&action=edit","Compatible with:

 	Nissan Patrol 3.0L ZD30 CRD engine

To confirm compatibility with your vehicle's VIN, please Contact Us","Other","","","","","","Fitment is incomplete or partially parsed. Fill any blank columns below and ensure all key fields use the standard template format."
13791,"ZD30CRD Genuine Nissan Injector Fitting Kit (Complete Seal & Gasket Kit)","https://stage2.dieselgeeks.com.au/wp-admin/post.php?post=13791&action=edit","Compatible with:

 	Nissan Patrol ZD30 Common Rail Diesel (CRD)

 	Other vehicles fitted with the ZD30 CRD engine

Need fitment confirmation? Contact stage2.dieselgeeks.com.au/contact-us.","Complete","Nissan","Patrol","ZD30","Diesel","Nissan Patrol: 1999-2014","Core fitment fields are populated below. Reformat the fitment tab into the standard Key: value template before publishing if it is still HTML or free text."
13795,"105 Series Injectors for 1HZ - Brand New Genuine 093500-6890 23600-19075","https://stage2.dieselgeeks.com.au/wp-admin/post.php?post=13795&action=edit","Fits the following:

 	Toyota LandCruiser 105 Series

 	1HZ 4.2L Naturally Aspirated Diesel Engine

For installation guidance or VIN-based confirmation, Contact Us","Complete","Toyota","Land Cruiser","1HZ","Diesel","Toyota Land Cruiser: 1998-2004","Core fitment fields are populated below. Reformat the fitment tab into the standard Key: value template before publishing if it is still HTML or free text."
13800,"1HZ Injector Washer / Fitting Kit","https://stage2.dieselgeeks.com.au/wp-admin/post.php?post=13800&action=edit","Compatible with:

 	Toyota LandCruiser 105 Series

 	1HZ 4.2L Naturally Aspirated Diesel Engine

For fitment support or additional parts, contact stage2.dieselgeeks.com.au/contact-us.","Complete","Toyota","LandCruiser 105 Series","1HZ","Diesel","Toyota LandCruiser 105 Series: 1998-2006","Core fitment fields are populated below. Reformat the fitment tab into the standard Key: value template before publishing if it is still HTML or free text."
14021,"1KD Hilux +30 Nozzle Kit","https://stage2.dieselgeeks.com.au/wp-admin/post.php?post=14021&action=edit","","Empty","","","","","","Fitment tab is blank. Add structured fitment using the site template: Make / Models / Engine Code / Fuel Type / Fuel System / Year Range (one field per line)."
14423,"Complete Injector Fitting Kit for Toyota Hilux 1KD","https://stage2.dieselgeeks.com.au/wp-admin/post.php?post=14423&action=edit","Compatible with Toyota Hilux models fitted with the 1KD-FTV engine

For assistance with engine confirmation or fitment questions, contact stage2.dieselgeeks.com.au/contact-us

Why Buy from Diesel Geeks

 	Genuine, brand-new parts only - no substitutes

 	Competitive pricing with expert technical support

 	Fast and secure Australia-wide shipping

 	Backed by our commitment to performance and reliability","Complete","Toyota","Hilux","1KD-FTV","Diesel","Toyota Hilux: 2005-2015","Core fitment fields are populated below. Reformat the fitment tab into the standard Key: value template before publishing if it is still HTML or free text."
14729,"High Flow Nozzle Kit for Toyota Hilux & Prado 1KD 18-Code Injectors (2009-2015)","https://stage2.dieselgeeks.com.au/wp-admin/post.php?post=14729&action=edit","Injectors: Denso 295050-0460 (18 code)

 	Make: Toyota

 	Models: Hilux / Prado

 	Engine: 1KD-FTV

 	Year Range: 2009-2015

 	Fuel Type: Diesel

 	Fuel System: Common Rail (Denso)

Important Notes

 	ECU Remap Required - These nozzles increase fuel flow and require a remap to run properly.

 	Professional Installation Strongly Recommended - Avoid DIY errors; install and test with a diesel specialist.","Complete","Toyota","Hilux, Prado","1KD-FTV","Diesel","Vehicle: 2009-2015","Core fitment fields are populated below. Reformat the fitment tab into the standard Key: value template before publishing if it is still HTML or free text."
14734,"Bosch WLAT Injector - 0445110250 for Mazda and Ford 2.5L Diesel Engines","https://stage2.dieselgeeks.com.au/wp-admin/post.php?post=14734&action=edit","Make: Ford / Mazda

 	Models: Ranger / BT-50 / B-Series

 	Engine Codes: WLAT, WEAT, DPAT

 	Displacement: 2.5L

 	Fuel Type: Diesel

 	Fuel System: Bosch Common Rail

 	Year Range: 2006 to 2011 (verify by VIN or engine code)","Complete","Ford, Mazda","Ranger, BT-50, B-Series","WLAT, WEAT, DPAT","Diesel","Vehicle: 2006-2011","Core fitment fields are populated below. Reformat the fitment tab into the standard Key: value template before publishing if it is still HTML or free text."
14735,"Injector Seal & Rocker Cover Gasket Kit - Mazda WEAT / WLAT 2.5L & 3.0L (No Bolts)","https://stage2.dieselgeeks.com.au/wp-admin/post.php?post=14735&action=edit","Make: Mazda / Ford

 	Models: Ranger, BT-50

 	Engine Codes: WEAT, WLAT

 	Displacement: 2.5L &amp; 3.0L

 	Fuel Type: Diesel

 	Year Range: October 2011 onwards

Suits Injectors:

 	Bosch 0445110249, 0445110250

 	Mazda WE0113H50A, WE0112H50A, WLAA13H50","Complete","Mazda, Ford","Ranger, BT-50","WEAT, WLAT","Diesel","Vehicle: 2011-2011","Core fitment fields are populated below. Reformat the fitment tab into the standard Key: value template before publishing if it is still HTML or free text."
14737,"Bosch WEAT Injector - 0445110249 for Mazda and Ford 3.0L Diesel Engines","https://stage2.dieselgeeks.com.au/wp-admin/post.php?post=14737&action=edit","'

 	Make: Ford / Mazda

 	Models: Ranger / BT-50 / B-Series

 	Engine Codes: WEAT

 	Displacement: 3.0L

 	Fuel Type: Diesel

 	Fuel System: Bosch Common Rail

 	Year Range: 2006 to 2011 (confirm by VIN or engine bay sticker)","Complete","Ford, Mazda","Ranger, BT-50, B-Series","WEAT","Diesel","Vehicle: 2006-2011","Core fitment fields are populated below. Reformat the fitment tab into the standard Key: value template before publishing if it is still HTML or free text."
14741,"Denso 093500-7250 Injector for Toyota 1HZ 4.2L Diesel Engine - Genuine OEM Nozzle & Holder","https://stage2.dieselgeeks.com.au/wp-admin/post.php?post=14741&action=edit","Engine Compatibility:

 	Toyota 1HZ 4.2L Naturally Aspirated Diesel

Common Vehicle Applications:

 	Toyota Land Cruiser 75 Series, 78 Series, 79 Series

 	Toyota Coaster (with 1HZ engine)

 	Other vehicles using the 1HZ 4.2L diesel platform

Need help confirming compatibility? Contact our team with your engine number or VIN and we'll verify it for you.","Complete","Toyota","Toyota Land Cruiser 75 Series, Toyota Land Cruiser 78 Series, Toyota Land Cruiser 79 Series, Toyota Coaster","1HZ","Diesel","Toyota Land Cruiser: 2005-2006","Core fitment fields are populated below. Reformat the fitment tab into the standard Key: value template before publishing if it is still HTML or free text."
14743,"Injector Fitting Kit for Isuzu D-MAX, Holden Rodeo RA7 & Holden Colorado RC - 4JJ1 Pre-DPF (2006-2011)","https://stage2.dieselgeeks.com.au/wp-admin/post.php?post=14743&action=edit","Make: Isuzu / Holden

 	Models: D-MAX / Rodeo RA7 / Colorado RC

 	Engine Code: 4JJ1 (Pre-DPF only)

 	Displacement: 3.0L

 	Fuel Type: Diesel

 	Fuel System: Denso Common Rail

 	Injector Part Numbers: 095000-6980, 095000-7760

 	Year Range: 2006 to 2011 (verify by VIN or injector number)","Complete","Isuzu, Holden","D-MAX, Rodeo RA7, Colorado RC","4JJ1","Diesel","Vehicle: 2006-2011","Core fitment fields are populated below. Reformat the fitment tab into the standard Key: value template before publishing if it is still HTML or free text."
14744,"Injector Fuel Line Set for Isuzu D-MAX, Holden Rodeo RA7 & Colorado RC - 4JJ1 Pre-DPF (2006-2014)","https://stage2.dieselgeeks.com.au/wp-admin/post.php?post=14744&action=edit","Make: Isuzu / Holden

 	Models: D-MAX / Rodeo RA7 / Colorado RC

 	Engine Code: 4JJ1 (Pre-DPF only)

 	Displacement: 3.0L

 	Fuel Type: Diesel

 	Fuel System: Denso Common Rail

 	Injector Part Numbers: 095000-6980, 095000-7760

 	Year Range: 2006 to 2011 (verify by VIN or injector number)","Complete","Isuzu, Holden","D-MAX, Rodeo RA7, Colorado RC","4JJ1","Diesel","Vehicle: 2006-2011","Core fitment fields are populated below. Reformat the fitment tab into the standard Key: value template before publishing if it is still HTML or free text."
14785,"Genuine Diesel Injector for Toyota LandCruiser 1HD-FTE - Denso 093500-6740","https://stage2.dieselgeeks.com.au/wp-admin/post.php?post=14785&action=edit","Make: Toyota

 	Model: LandCruiser 100 Series

 	Engine Code: 1HD-FTE

 	Displacement: 4.2L inline 6-cylinder

 	Fuel Type: Diesel

 	Fuel System: Direct injection (Denso)

 	Year Range: 1998 to 2007 (verify by engine code or VIN)","Complete","Toyota","LandCruiser 100 Series","1HD-FTE","Diesel","Vehicle: 1998-2007","Core fitment fields are populated below. Reformat the fitment tab into the standard Key: value template before publishing if it is still HTML or free text."
14794,"Genuine Diesel Injector for Toyota LandCruiser 1HD-FTE - Denso 093500-7550","https://stage2.dieselgeeks.com.au/wp-admin/post.php?post=14794&action=edit","Make: Toyota

 	Model: LandCruiser 70 Series

 	Engine Code: 1HD-FTE

 	Displacement: 4.2L inline 6-cylinder

 	Fuel Type: Diesel

 	Fuel System: Direct Injection (Denso)

 	Injector Part Number: 093500-7550

 	Year Range: 1998 to 2007 (verify by engine code or VIN)","Complete","Toyota","LandCruiser 70 Series","1HD-FTE","Diesel","Vehicle: 1998-2007","Core fitment fields are populated below. Reformat the fitment tab into the standard Key: value template before publishing if it is still HTML or free text."
